Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,Own%,Date,KO time,Season start price,Season end price
Kaboul,90,0,0,1,0,0,0,0,0,0,0,1,18,25,7,TOT,1 - 0,WHU,Away,1,DEF,10,Favourable,368,1.7%,16/08/2014,15:00,5.0,4.6
Naughton,28,0,0,0,0,0,0,0,0,1,0,0,2,-7,-2,TOT,1 - 0,WHU,Away,1,DEF,10,Favourable,370,0.3%,16/08/2014,15:00,4.5,4.0
Dier,90,1,0,1,0,0,0,0,0,0,0,3,36,42,15,TOT,1 - 0,WHU,Away,1,DEF,10,Favourable,548,6.4%,16/08/2014,15:00,5.0,4.6
Lennon,60,0,0,1,0,0,0,0,0,0,0,0,6,4,3,TOT,1 - 0,WHU,Away,1,MID,10,Favourable,378,1.3%,16/08/2014,15:00,6.5,6.2
Townsend,30,0,0,0,0,0,0,0,0,0,0,0,12,5,1,TOT,1 - 0,WHU,Away,1,MID,10,Favourable,383,0.9%,16/08/2014,15:00,6.5,6.2
Capoue,90,0,0,1,0,0,0,0,0,0,0,0,16,16,3,TOT,1 - 0,WHU,Away,1,MID,10,Favourable,385,0.1%,16/08/2014,15:00,5.0,4.8
Lamela,60,0,0,1,0,0,0,0,0,0,0,0,15,8,3,TOT,1 - 0,WHU,Away,1,MID,10,Favourable,386,2.7%,16/08/2014,15:00,8.0,7.4
Eriksen,90,0,0,1,0,0,0,0,0,0,0,0,22,11,3,TOT,1 - 0,WHU,Away,1,MID,10,Favourable,387,12.9%,16/08/2014,15:00,8.0,7.9
Bentaleb,90,0,0,1,0,0,0,0,0,0,0,0,24,15,3,TOT,1 - 0,WHU,Away,1,MID,10,Favourable,388,1.4%,16/08/2014,15:00,4.5,4.3
Holtby,30,0,0,0,0,0,0,0,0,0,0,0,6,2,1,TOT,1 - 0,WHU,Away,1,MID,10,Favourable,391,0.4%,16/08/2014,15:00,6.0,5.8
Adebayor,82,0,0,1,0,0,0,0,0,0,0,0,14,3,2,TOT,1 - 0,WHU,Away,1,FWD,10,Favourable,392,3.3%,16/08/2014,15:00,8.5,7.9
Kane,8,0,1,0,0,0,0,0,0,0,0,0,8,16,4,TOT,1 - 0,WHU,Away,1,FWD,10,Favourable,393,0.9%,16/08/2014,15:00,5.0,6.0
Speroni,90,0,0,0,2,0,0,0,0,0,4,0,5,13,2,CRY,1 - 2,ARS,Away,1,GKP,32,Very difficult,104,3.0%,16/08/2014,17:30,5.0,4.8
Ward,90,0,0,0,2,0,0,0,0,0,0,0,4,12,1,CRY,1 - 2,ARS,Away,1,DEF,32,Very difficult,106,5.9%,16/08/2014,17:30,5.0,4.7
Delaney,16,0,0,0,1,0,0,0,0,0,0,0,0,4,1,CRY,1 - 2,ARS,Away,1,DEF,32,Very difficult,107,1.1%,16/08/2014,17:30,5.0,4.9
Dann,74,0,0,0,1,0,0,0,0,0,0,0,2,8,2,CRY,1 - 2,ARS,Away,1,DEF,32,Very difficult,112,0.2%,16/08/2014,17:30,5.0,4.9
Kelly,90,0,0,0,2,0,0,0,1,0,0,0,4,6,0,CRY,1 - 2,ARS,Away,1,DEF,32,Very difficult,201,0.5%,16/08/2014,17:30,4.5,4.4
Hangeland,90,1,0,0,2,0,0,0,0,0,0,0,21,16,7,CRY,1 - 2,ARS,Away,1,DEF,32,Very difficult,547,1.6%,16/08/2014,17:30,5.0,4.6
Bolasie,90,0,0,0,1,0,0,0,0,0,0,0,3,3,2,CRY,1 - 2,ARS,Away,1,MID,32,Very difficult,114,0.4%,16/08/2014,17:30,5.5,5.6
Jedinak,90,0,0,0,2,0,0,0,0,0,0,0,5,16,2,CRY,1 - 2,ARS,Away,1,MID,32,Very difficult,116,1.2%,16/08/2014,17:30,5.0,5.0
Puncheon,88,0,1,0,2,0,0,0,0,1,0,0,13,5,2,CRY,1 - 2,ARS,Away,1,MID,32,Very difficult,119,4.4%,16/08/2014,17:30,6.0,5.5
O'Keefe,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,CRY,1 - 2,ARS,Away,1,MID,32,Very difficult,121,0.1%,16/08/2014,17:30,4.5,4.5
Ledley,90,0,0,0,2,0,0,0,0,0,0,0,5,10,2,CRY,1 - 2,ARS,Away,1,MID,32,Very difficult,125,0.1%,16/08/2014,17:30,5.5,5.2
Gayle,6,0,0,0,1,0,0,0,0,0,0,0,0,3,1,CRY,1 - 2,ARS,Away,1,FWD,32,Very difficult,127,0.6%,16/08/2014,17:30,5.5,4.5
Chamakh,90,0,0,0,2,0,0,0,1,0,0,0,3,0,1,CRY,1 - 2,ARS,Away,1,FWD,32,Very difficult,129,0.8%,16/08/2014,17:30,5.5,5.2
Campbell,84,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,CRY,1 - 2,ARS,Away,1,FWD,32,Very difficult,536,3.4%,16/08/2014,17:30,5.5,5.0
De Gea,90,0,0,0,2,0,0,0,0,0,2,0,4,10,1,MUN,1 - 2,SWA,Home,1,GKP,6,Favourable,257,18.0%,16/08/2014,12:45,5.5,5.8
Smalling,90,0,0,0,2,0,0,0,0,0,0,0,4,17,1,MUN,1 - 2,SWA,Home,1,DEF,6,Favourable,259,1.9%,16/08/2014,12:45,5.5,5.3
Jones,90,0,1,0,2,0,0,0,0,0,0,0,13,28,4,MUN,1 - 2,SWA,Home,1,DEF,6,Favourable,260,8.1%,16/08/2014,12:45,5.5,5.0
Blackett,90,0,0,0,2,0,0,0,1,0,0,0,4,13,0,MUN,1 - 2,SWA,Home,1,DEF,6,Favourable,566,0.8%,16/08/2014,12:45,4.5,3.9
Mata,90,0,0,0,2,0,0,0,0,0,0,0,11,12,2,MUN,1 - 2,SWA,Home,1,MID,6,Favourable,267,19.9%,16/08/2014,12:45,9.0,8.5
Fellaini,24,0,0,0,1,0,0,0,0,0,0,0,2,5,1,MUN,1 - 2,SWA,Home,1,MID,6,Favourable,268,0.4%,16/08/2014,12:45,6.5,6.4
Nani,45,0,0,0,1,0,0,0,0,0,0,0,5,3,1,MUN,1 - 2,SWA,Home,1,MID,6,Favourable,270,1.3%,16/08/2014,12:45,7.0,7.0
Fletcher,90,0,0,0,2,0,0,0,0,0,0,0,6,18,2,MUN,1 - 2,SWA,Home,1,MID,6,Favourable,273,1.1%,16/08/2014,12:45,5.0,4.5
Young,90,0,0,0,2,0,0,0,1,0,0,0,11,15,1,MUN,1 - 2,SWA,Home,1,MID,6,Favourable,275,6.3%,16/08/2014,12:45,5.5,5.1
Lingard,23,0,0,0,0,0,0,0,0,0,0,0,2,3,1,MUN,1 - 2,SWA,Home,1,MID,6,Favourable,278,0.3%,16/08/2014,12:45,4.5,4.3
Januzaj,67,0,0,0,2,0,0,0,0,0,0,0,-3,2,2,MUN,1 - 2,SWA,Home,1,MID,6,Favourable,279,3.1%,16/08/2014,12:45,6.5,6.1
Herrera,66,0,0,0,1,0,0,0,0,0,0,0,4,12,2,MUN,1 - 2,SWA,Home,1,MID,6,Favourable,281,8.8%,16/08/2014,12:45,7.5,7.2
Hernández,45,0,0,0,1,0,0,0,0,0,0,0,3,2,1,MUN,1 - 2,SWA,Home,1,FWD,6,Favourable,283,1.0%,16/08/2014,12:45,6.0,5.9
Rooney,90,1,0,0,2,0,0,0,0,0,0,1,29,30,7,MUN,1 - 2,SWA,Home,1,FWD,6,Favourable,284,48.1%,16/08/2014,12:45,10.5,10.6
Schmeichel,90,0,0,0,2,0,0,0,0,0,1,0,7,10,1,LEI,2 - 2,EVE,Home,1,GKP,18,Difficult,178,5.9%,16/08/2014,15:00,4.5,4.5
Morgan,90,0,0,0,2,0,0,0,0,0,0,0,5,12,1,LEI,2 - 2,EVE,Home,1,DEF,18,Difficult,180,0.7%,16/08/2014,15:00,4.5,4.6
Moore,90,0,0,0,2,0,0,0,1,0,0,0,5,7,0,LEI,2 - 2,EVE,Home,1,DEF,18,Difficult,182,1.6%,16/08/2014,15:00,4.0,3.9
de Laet,90,0,0,0,2,0,0,0,0,0,0,0,8,12,1,LEI,2 - 2,EVE,Home,1,DEF,18,Difficult,183,0.5%,16/08/2014,15:00,4.5,4.3
Schlupp,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,LEI,2 - 2,EVE,Home,1,DEF,18,Difficult,184,0.1%,16/08/2014,15:00,4.5,4.5
Konchesky,90,0,0,0,2,0,0,0,0,0,0,0,13,18,1,LEI,2 - 2,EVE,Home,1,DEF,18,Difficult,185,0.3%,16/08/2014,15:00,4.5,4.4
Drinkwater,38,0,0,0,1,0,0,0,0,0,0,0,3,2,1,LEI,2 - 2,EVE,Home,1,MID,18,Difficult,187,0.4%,16/08/2014,15:00,5.5,5.0
Hammond,52,0,0,0,1,0,0,0,0,0,0,0,8,3,1,LEI,2 - 2,EVE,Home,1,MID,18,Difficult,188,0.1%,16/08/2014,15:00,4.5,4.4
Mahrez,90,0,0,0,2,0,0,0,0,0,0,0,11,18,2,LEI,2 - 2,EVE,Home,1,MID,18,Difficult,190,0.3%,16/08/2014,15:00,5.0,4.9
Knockaert,63,0,0,0,2,0,0,0,0,0,0,0,1,2,2,LEI,2 - 2,EVE,Home,1,MID,18,Difficult,191,0.2%,16/08/2014,15:00,5.5,5.0
King,90,0,1,0,2,0,0,0,0,0,0,2,16,27,7,LEI,2 - 2,EVE,Home,1,MID,18,Difficult,192,1.4%,16/08/2014,15:00,4.5,4.2
Nugent,90,0,0,0,2,0,0,0,0,0,0,0,7,4,2,LEI,2 - 2,EVE,Home,1,FWD,18,Difficult,195,1.5%,16/08/2014,15:00,5.5,4.9
Wood,13,1,0,0,0,0,0,0,0,0,0,0,21,24,5,LEI,2 - 2,EVE,Home,1,FWD,18,Difficult,197,1.4%,16/08/2014,15:00,4.5,4.3
Ulloa,77,1,0,0,2,0,0,0,0,0,0,0,33,24,6,LEI,2 - 2,EVE,Home,1,FWD,18,Difficult,532,0.8%,16/08/2014,15:00,5.5,5.0
Green,90,0,0,0,1,0,0,0,0,0,3,0,6,12,3,QPR,0 - 1,HUL,Home,1,GKP,3,Very favourable,318,2.0%,16/08/2014,15:00,4.5,4.5
Dunne,77,0,0,0,1,0,0,0,1,0,0,0,6,6,1,QPR,0 - 1,HUL,Home,1,DEF,3,Very favourable,320,0.4%,16/08/2014,15:00,4.5,4.2
Simpson,67,0,0,0,1,0,0,0,0,0,0,0,3,7,2,QPR,0 - 1,HUL,Home,1,DEF,3,Very favourable,324,0.3%,16/08/2014,15:00,4.5,4.1
Ferdinand,90,0,0,0,1,0,0,0,0,0,0,1,4,27,3,QPR,0 - 1,HUL,Home,1,DEF,3,Very favourable,529,7.2%,16/08/2014,15:00,4.5,4.2
Caulker,90,0,0,0,1,0,0,0,0,0,0,0,7,13,2,QPR,0 - 1,HUL,Home,1,DEF,3,Very favourable,534,14.3%,16/08/2014,15:00,5.0,4.6
Traore,90,0,0,0,1,0,0,0,0,0,0,0,10,18,2,QPR,0 - 1,HUL,Home,1,MID,3,Very favourable,325,0.6%,16/08/2014,15:00,4.5,4.3
Faurlin,68,0,0,0,1,0,0,0,0,0,0,0,6,12,2,QPR,0 - 1,HUL,Home,1,MID,3,Very favourable,326,0.3%,16/08/2014,15:00,4.5,4.2
Barton,90,0,0,0,1,0,0,0,0,0,0,0,4,18,2,QPR,0 - 1,HUL,Home,1,MID,3,Very favourable,328,0.6%,16/08/2014,15:00,5.0,4.8
Hoilett,22,0,0,0,0,0,0,0,0,0,0,0,2,5,1,QPR,0 - 1,HUL,Home,1,MID,3,Very favourable,331,0.6%,16/08/2014,15:00,5.0,4.3
Phillips,23,0,0,0,0,0,0,0,0,0,0,0,3,4,1,QPR,0 - 1,HUL,Home,1,MID,3,Very favourable,333,0.1%,16/08/2014,15:00,5.0,4.6
Mutch,90,0,0,0,1,0,0,0,0,0,0,0,2,3,2,QPR,0 - 1,HUL,Home,1,MID,3,Very favourable,552,4.0%,16/08/2014,15:00,5.5,5.0
Remy,90,0,0,0,1,0,0,0,0,0,0,0,18,7,2,QPR,0 - 1,HUL,Home,1,FWD,3,Very favourable,335,6.1%,16/08/2014,15:00,7.5,6.9
Zamora,13,0,0,0,0,0,0,0,0,0,0,0,1,3,1,QPR,0 - 1,HUL,Home,1,FWD,3,Very favourable,336,4.5%,16/08/2014,15:00,4.5,4.1
Austin,90,0,0,0,1,0,0,1,0,0,0,0,12,-3,0,QPR,0 - 1,HUL,Home,1,FWD,3,Very favourable,337,1.2%,16/08/2014,15:00,6.0,6.1
Begovic,90,0,0,0,1,0,0,0,0,0,1,0,3,9,2,STK,0 - 1,AVL,Home,1,GKP,6,Favourable,395,9.9%,16/08/2014,15:00,5.0,4.8
Shawcross,90,0,0,0,1,0,0,0,0,0,0,0,5,21,2,STK,0 - 1,AVL,Home,1,DEF,6,Favourable,398,6.3%,16/08/2014,15:00,5.5,5.3
Wilson,90,0,0,0,1,0,0,0,0,0,0,0,5,15,2,STK,0 - 1,AVL,Home,1,DEF,6,Favourable,400,0.5%,16/08/2014,15:00,4.5,4.3
Pieters,90,0,0,0,1,0,0,0,0,0,0,2,6,23,4,STK,0 - 1,AVL,Home,1,DEF,6,Favourable,402,0.9%,16/08/2014,15:00,5.0,4.6
Bardsley,90,0,0,0,1,0,0,0,0,0,0,0,10,6,2,STK,0 - 1,AVL,Home,1,DEF,6,Favourable,404,0.7%,16/08/2014,15:00,5.0,4.9
Ireland,90,0,0,0,1,0,0,0,0,0,0,0,4,9,2,STK,0 - 1,AVL,Home,1,MID,6,Favourable,407,0.4%,16/08/2014,15:00,5.0,4.7
Adam,9,0,0,0,0,0,0,0,0,0,0,0,1,4,1,STK,0 - 1,AVL,Home,1,MID,6,Favourable,408,1.3%,16/08/2014,15:00,6.0,5.4
Whelan,81,0,0,0,1,0,0,0,0,0,0,0,5,16,2,STK,0 - 1,AVL,Home,1,MID,6,Favourable,409,0.1%,16/08/2014,15:00,5.0,4.9
N'Zonzi,90,0,0,0,1,0,0,0,0,0,0,0,14,18,2,STK,0 - 1,AVL,Home,1,MID,6,Favourable,412,0.3%,16/08/2014,15:00,5.0,4.9
Arnautovic,90,0,0,0,1,0,0,0,0,0,0,0,-2,10,2,STK,0 - 1,AVL,Home,1,MID,6,Favourable,417,2.2%,16/08/2014,15:00,6.5,6.2
Crouch,20,0,0,0,0,0,0,0,0,0,0,0,1,2,1,STK,0 - 1,AVL,Home,1,FWD,6,Favourable,419,3.0%,16/08/2014,15:00,6.0,5.6
Diouf,70,0,0,0,1,0,0,0,0,0,0,0,2,5,2,STK,0 - 1,AVL,Home,1,FWD,6,Favourable,421,0.5%,16/08/2014,15:00,6.5,6.1
Bojan,90,0,0,0,1,0,0,0,0,0,0,0,2,6,2,STK,0 - 1,AVL,Home,1,FWD,6,Favourable,533,16.7%,16/08/2014,15:00,5.5,4.9
Foster,90,0,0,0,2,0,0,0,0,0,0,0,5,8,1,WBA,2 - 2,SUN,Home,1,GKP,8,Favourable,477,4.2%,16/08/2014,15:00,4.5,4.5
Wisdom,90,0,0,0,2,0,0,0,0,0,0,0,8,14,1,WBA,2 - 2,SUN,Home,1,DEF,8,Favourable,207,7.6%,16/08/2014,15:00,4.0,4.0
Olsson,90,0,0,0,2,0,0,0,1,0,0,0,12,12,0,WBA,2 - 2,SUN,Home,1,DEF,8,Favourable,478,0.4%,16/08/2014,15:00,5.0,4.6
Dawson,90,0,0,0,2,0,0,0,1,0,0,0,6,11,0,WBA,2 - 2,SUN,Home,1,DEF,8,Favourable,480,0.2%,16/08/2014,15:00,4.5,4.5
Baird,14,0,0,0,1,0,0,0,0,0,0,0,1,4,1,WBA,2 - 2,SUN,Home,1,DEF,8,Favourable,484,0.8%,16/08/2014,15:00,4.0,3.8
Pocognoli,90,0,0,0,2,0,0,0,0,0,0,0,3,6,1,WBA,2 - 2,SUN,Home,1,DEF,8,Favourable,485,0.1%,16/08/2014,15:00,4.5,4.1
Sessegnon,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,486,0.6%,16/08/2014,15:00,6.0,5.4
Dorrans,83,0,0,0,1,0,0,0,1,0,0,0,18,8,1,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,488,0.1%,16/08/2014,15:00,5.0,4.7
Gardner,83,0,1,0,1,0,0,0,0,0,0,1,24,25,6,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,489,0.2%,16/08/2014,15:00,5.5,5.5
Mulumbu,90,0,0,0,2,0,0,0,0,0,0,0,10,11,2,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,491,0.4%,16/08/2014,15:00,5.0,4.6
Brunt,76,0,0,0,1,0,0,0,0,0,0,0,6,4,2,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,492,0.2%,16/08/2014,15:00,5.5,5.2
Yacob,7,0,0,0,1,0,0,0,0,0,0,0,1,3,1,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,493,0.5%,16/08/2014,15:00,4.5,4.4
Anichebe,90,0,1,0,2,0,0,0,0,0,0,0,8,9,5,WBA,2 - 2,SUN,Home,1,FWD,8,Favourable,495,0.7%,16/08/2014,15:00,5.0,4.9
Berahino,90,2,0,0,2,0,0,0,0,0,0,3,50,46,13,WBA,2 - 2,SUN,Home,1,FWD,8,Favourable,496,5.7%,16/08/2014,15:00,5.5,5.6
Adrián,90,0,0,0,1,0,0,0,0,0,4,0,6,14,3,WHU,0 - 1,TOT,Home,1,GKP,19,Difficult,498,0.6%,16/08/2014,15:00,5.0,5.2
Collins,62,0,0,0,1,0,0,0,0,1,0,0,-6,7,-1,WHU,0 - 1,TOT,Home,1,DEF,19,Difficult,499,0.6%,16/08/2014,15:00,4.5,4.4
O'Brien,61,0,0,1,0,0,0,0,0,0,0,2,5,34,8,WHU,0 - 1,TOT,Home,1,DEF,19,Difficult,500,1.0%,16/08/2014,15:00,4.5,4.2
Reid,90,0,0,0,1,0,0,0,0,0,0,0,10,21,2,WHU,0 - 1,TOT,Home,1,DEF,19,Difficult,501,0.8%,16/08/2014,15:00,5.0,4.8
Demel,29,0,0,0,1,0,0,0,0,0,0,0,1,4,1,WHU,0 - 1,TOT,Home,1,DEF,19,Difficult,502,0.5%,16/08/2014,15:00,5.0,4.7
Cresswell,90,0,0,0,1,0,0,0,0,0,0,0,6,19,2,WHU,0 - 1,TOT,Home,1,DEF,19,Difficult,506,0.4%,16/08/2014,15:00,5.5,5.6
Downing,90,0,0,0,1,0,0,0,0,0,0,0,20,13,2,WHU,0 - 1,TOT,Home,1,MID,19,Difficult,507,0.5%,16/08/2014,15:00,5.5,5.9
Noble,90,0,0,0,1,0,0,1,0,0,0,0,14,12,0,WHU,0 - 1,TOT,Home,1,MID,19,Difficult,508,3.8%,16/08/2014,15:00,5.5,5.3
Nolan,90,0,0,0,1,0,0,0,0,0,0,0,3,13,2,WHU,0 - 1,TOT,Home,1,MID,19,Difficult,510,5.1%,16/08/2014,15:00,6.5,6.2
Diamé,23,0,0,0,1,0,0,0,0,0,0,0,0,8,1,WHU,0 - 1,TOT,Home,1,MID,19,Difficult,511,0.3%,16/08/2014,15:00,5.5,5.1
Kouyaté,90,0,0,0,1,0,0,0,1,0,0,0,-1,12,1,WHU,0 - 1,TOT,Home,1,MID,19,Difficult,514,0.2%,16/08/2014,15:00,5.0,4.9
Vaz Te,67,0,0,1,0,0,0,0,0,0,0,0,-2,-1,2,WHU,0 - 1,TOT,Home,1,FWD,19,Difficult,517,3.5%,16/08/2014,15:00,4.5,4.1
Cole,80,0,0,1,0,0,0,0,0,0,0,0,-1,-1,2,WHU,0 - 1,TOT,Home,1,FWD,19,Difficult,520,0.8%,16/08/2014,15:00,5.0,4.6
Valencia,10,0,0,0,1,0,0,0,0,0,0,0,0,2,1,WHU,0 - 1,TOT,Home,1,FWD,19,Difficult,530,0.4%,16/08/2014,15:00,7.0,6.3
Szczesny,90,0,0,0,1,0,0,0,0,0,1,0,13,7,2,ARS,2 - 1,CRY,Home,1,GKP,5,Favourable,1,12.4%,16/08/2014,17:30,5.5,5.2
Koscielny,90,1,0,0,1,0,0,0,0,0,0,2,38,33,10,ARS,2 - 1,CRY,Home,1,DEF,5,Favourable,2,13.6%,16/08/2014,17:30,6.0,6.1
Gibbs,52,0,0,0,1,0,0,0,0,0,0,0,8,10,1,ARS,2 - 1,CRY,Home,1,DEF,5,Favourable,4,2.8%,16/08/2014,17:30,5.5,5.2
Monreal,38,0,0,0,0,0,0,0,0,0,0,0,6,4,1,ARS,2 - 1,CRY,Home,1,DEF,5,Favourable,7,0.5%,16/08/2014,17:30,5.0,4.9
Debuchy,90,0,1,0,1,0,0,0,0,0,0,0,26,19,5,ARS,2 - 1,CRY,Home,1,DEF,5,Favourable,295,24.5%,16/08/2014,17:30,5.5,5.2
Chambers,90,0,0,0,1,0,0,0,1,0,0,0,14,18,1,ARS,2 - 1,CRY,Home,1,DEF,5,Favourable,345,8.6%,16/08/2014,17:30,4.5,4.5
Wilshere,68,0,0,0,1,0,0,0,0,0,0,0,16,12,2,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,10,5.2%,16/08/2014,17:30,6.5,6.3
Ramsey,90,1,0,0,1,0,0,0,0,0,0,3,40,34,10,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,12,40.5%,16/08/2014,17:30,9.0,8.8
Arteta,90,0,0,0,1,0,0,0,0,0,0,1,18,22,3,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,14,2.5%,16/08/2014,17:30,5.5,5.2
Chamberlain,22,0,0,0,0,0,0,0,0,0,0,0,5,3,1,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,15,1.7%,16/08/2014,17:30,6.5,6.2
Cazorla,90,0,0,0,1,0,0,0,1,0,0,0,18,15,1,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,16,3.8%,16/08/2014,17:30,8.5,8.4
Sánchez,90,0,1,0,1,0,0,0,0,0,0,0,22,14,5,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,23,18.7%,16/08/2014,17:30,10.5,11.6
Giroud,29,0,0,0,0,0,0,0,0,0,0,0,1,5,1,ARS,2 - 1,CRY,Home,1,FWD,5,Favourable,25,23.0%,16/08/2014,17:30,8.5,8.7
Sanogo,61,0,0,0,1,0,0,0,0,0,0,0,7,5,2,ARS,2 - 1,CRY,Home,1,FWD,5,Favourable,26,2.2%,16/08/2014,17:30,5.0,4.7
Forster,90,0,0,0,2,0,0,0,0,0,3,0,5,11,2,SOU,1 - 2,LIV,Away,1,GKP,32,Very difficult,560,1.8%,17/08/2014,13:30,5.0,5.3
Bertrand,90,0,0,0,2,0,0,0,0,0,0,0,6,12,1,SOU,1 - 2,LIV,Away,1,DEF,32,Very difficult,84,1.3%,17/08/2014,13:30,5.0,5.8
Fonte,90,0,0,0,2,0,0,0,0,0,0,0,4,13,1,SOU,1 - 2,LIV,Away,1,DEF,32,Very difficult,341,8.9%,17/08/2014,13:30,5.5,5.8
Clyne,90,1,0,0,2,0,0,0,0,0,0,2,26,25,9,SOU,1 - 2,LIV,Away,1,DEF,32,Very difficult,342,4.9%,17/08/2014,13:30,5.0,5.9
Yoshida,90,0,0,0,2,0,0,0,0,0,0,0,7,15,1,SOU,1 - 2,LIV,Away,1,DEF,32,Very difficult,343,0.4%,17/08/2014,13:30,4.5,4.1
Schneiderlin,90,0,0,0,2,0,0,0,1,0,0,0,23,12,1,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,349,2.3%,17/08/2014,13:30,5.5,5.5
Davis,81,0,0,0,2,0,0,0,1,0,0,0,5,7,1,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,350,4.9%,17/08/2014,13:30,5.0,4.7
Ward-Prowse,90,0,0,0,2,0,0,0,0,0,0,0,18,15,2,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,351,2.2%,17/08/2014,13:30,5.0,4.8
Wanyama,90,0,0,0,2,0,0,0,0,0,0,0,2,18,2,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,353,2.8%,17/08/2014,13:30,4.5,4.6
Isgrove,9,0,0,0,0,0,0,0,0,0,0,0,1,3,1,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,354,0.2%,17/08/2014,13:30,4.5,4.2
Tadic,73,0,1,0,1,0,0,0,0,0,0,0,12,13,5,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,356,2.5%,17/08/2014,13:30,7.5,7.4
Long,17,0,0,0,1,0,0,0,0,0,0,0,-3,0,1,SOU,1 - 2,LIV,Away,1,FWD,32,Very difficult,176,4.7%,17/08/2014,13:30,6.0,5.4
Pellè,90,0,0,0,2,0,0,0,0,0,0,0,-1,5,2,SOU,1 - 2,LIV,Away,1,FWD,32,Very difficult,362,2.4%,17/08/2014,13:30,7.5,7.5
Hart,90,0,0,1,0,0,0,0,0,0,0,0,13,19,6,MCI,2 - 0,NEW,Away,1,GKP,15,Average,231,6.1%,17/08/2014,16:00,6.0,6.1
Kolarov,90,0,0,1,0,0,0,0,1,0,0,0,17,23,5,MCI,2 - 0,NEW,Away,1,DEF,15,Average,233,8.2%,17/08/2014,16:00,6.0,5.8
Kompany,90,0,0,1,0,0,0,0,1,0,0,0,12,25,5,MCI,2 - 0,NEW,Away,1,DEF,15,Average,236,12.5%,17/08/2014,16:00,6.5,6.4
Clichy,90,0,0,1,0,0,0,0,0,0,0,3,18,35,9,MCI,2 - 0,NEW,Away,1,DEF,15,Average,237,4.7%,17/08/2014,16:00,5.5,5.3
Demichelis,90,0,0,1,0,0,0,0,1,0,0,0,14,25,5,MCI,2 - 0,NEW,Away,1,DEF,15,Average,241,1.4%,17/08/2014,16:00,6.0,5.9
Nasri,77,0,0,1,0,0,0,0,0,0,0,0,21,17,3,MCI,2 - 0,NEW,Away,1,MID,15,Average,244,6.0%,17/08/2014,16:00,8.5,8.2
Silva,90,1,0,1,0,0,0,0,1,0,0,2,40,32,9,MCI,2 - 0,NEW,Away,1,MID,15,Average,245,11.4%,17/08/2014,16:00,9.0,9.8
Yaya Touré,90,0,0,1,0,0,0,0,0,0,0,0,14,14,3,MCI,2 - 0,NEW,Away,1,MID,15,Average,246,18.7%,17/08/2014,16:00,11.0,10.8
Milner,13,0,0,0,0,0,0,0,0,0,0,0,3,5,1,MCI,2 - 0,NEW,Away,1,MID,15,Average,247,0.5%,17/08/2014,16:00,5.5,5.4
Fernandinho,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,MCI,2 - 0,NEW,Away,1,MID,15,Average,250,1.2%,17/08/2014,16:00,7.0,6.8
Fernando,90,0,0,1,0,0,0,0,1,0,0,0,18,16,2,MCI,2 - 0,NEW,Away,1,MID,15,Average,252,1.1%,17/08/2014,16:00,5.0,4.8
Dzeko,82,0,1,1,0,0,0,0,0,0,0,0,22,16,5,MCI,2 - 0,NEW,Away,1,FWD,15,Average,253,13.7%,17/08/2014,16:00,8.5,7.9
Agüero,8,1,0,0,0,0,0,0,0,0,0,1,27,26,6,MCI,2 - 0,NEW,Away,1,FWD,15,Average,254,5.1%,17/08/2014,16:00,12.0,12.9
Jovetic,72,0,0,1,0,0,0,0,0,0,0,0,7,14,2,MCI,2 - 0,NEW,Away,1,FWD,15,Average,256,5.1%,17/08/2014,16:00,8.0,7.8
Mignolet,90,0,0,0,1,0,0,0,0,0,5,0,18,16,3,LIV,2 - 1,SOU,Home,1,GKP,11,Average,200,6.4%,17/08/2014,13:30,5.5,5.4
Courtois,90,0,0,0,1,0,0,0,0,0,1,0,14,11,2,CHE,3 - 1,BUR,Away,1,GKP,5,Favourable,78,9.0%,18/08/2014,20:00,6.0,5.9
