Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,Own%,Date,KO time,Season start price,Season end price
Song,90,0,0,0,2,0,0,0,0,0,0,0,5,11,2,WHU,0 - 2,LIV,Away,23,MID,29,Very difficult,593,0.3%,31/01/2015,15:00,5.0,4.8
Amalfitano,54,0,0,0,1,0,0,0,0,0,0,0,2,1,1,WHU,0 - 2,LIV,Away,23,MID,29,Very difficult,599,0.2%,31/01/2015,15:00,5.0,4.9
Carroll,62,0,0,0,1,0,0,0,1,0,0,0,3,-1,1,WHU,0 - 2,LIV,Away,23,FWD,29,Very difficult,516,1.9%,31/01/2015,15:00,7.0,6.3
Cole,28,0,0,0,1,0,0,0,0,0,0,0,1,2,1,WHU,0 - 2,LIV,Away,23,FWD,29,Very difficult,520,0.6%,31/01/2015,15:00,5.0,4.6
Valencia,90,0,0,0,2,0,0,0,0,0,0,0,17,6,2,WHU,0 - 2,LIV,Away,23,FWD,29,Very difficult,530,0.7%,31/01/2015,15:00,7.0,6.3
Schwarzer,90,0,0,0,3,0,0,0,0,0,3,0,5,13,2,LEI,1 - 3,MUN,Away,23,GKP,36,Extremely difficult,644,0.0%,31/01/2015,15:00,4.5,4.5
Morgan,90,0,0,0,3,1,0,0,0,0,0,0,9,8,-1,LEI,1 - 3,MUN,Away,23,DEF,36,Extremely difficult,180,0.4%,31/01/2015,15:00,4.5,4.6
Wasilewski,90,1,0,0,3,0,0,0,0,0,0,0,25,20,7,LEI,1 - 3,MUN,Away,23,DEF,36,Extremely difficult,181,4.6%,31/01/2015,15:00,4.0,3.9
de Laet,90,0,0,0,3,0,0,0,0,0,0,0,4,7,1,LEI,1 - 3,MUN,Away,23,DEF,36,Extremely difficult,183,0.3%,31/01/2015,15:00,4.5,4.3
Schlupp,90,0,0,0,3,0,0,0,0,0,0,0,-1,6,1,LEI,1 - 3,MUN,Away,23,DEF,36,Extremely difficult,184,0.5%,31/01/2015,15:00,4.5,4.5
Simpson,90,0,0,0,3,0,0,0,0,0,0,0,2,9,1,LEI,1 - 3,MUN,Away,23,DEF,36,Extremely difficult,324,0.2%,31/01/2015,15:00,4.5,4.1
Drinkwater,90,0,0,0,3,0,0,0,1,0,0,0,5,2,1,LEI,1 - 3,MUN,Away,23,MID,36,Extremely difficult,187,0.1%,31/01/2015,15:00,5.5,5.0
King,90,0,0,0,3,0,0,0,0,0,0,0,4,12,2,LEI,1 - 3,MUN,Away,23,MID,36,Extremely difficult,192,1.4%,31/01/2015,15:00,4.5,4.2
Albrighton,29,0,1,0,0,0,0,0,0,0,0,0,6,18,4,LEI,1 - 3,MUN,Away,23,MID,36,Extremely difficult,194,2.0%,31/01/2015,15:00,4.5,4.3
